0.0,5.7583,0.5072,0.4928
0.0,5.7193,0.4984,0.5016
0.0,5.6731,0.5109,0.4891
0.0,5.677,0.5085,0.4915
0.0,5.6944,0.5138,0.4862
0.0,5.6825,0.5102,0.4898
0.0,5.722,0.5178,0.4822
0.0,5.6841,0.5008,0.4992
0.0,5.6719,0.512,0.488
0.0,5.7164,0.5002,0.4998
0.0,5.685,0.5037,0.4963
0.0,5.7271,0.5064,0.4936
0.0,5.6509,0.5132,0.4868
0.0,5.6123,0.5077,0.4923
0.0,5.6701,0.5124,0.4876
0.0,6.7771,0.5146,0.4854
0.0,6.7366,0.5038,0.4962
0.0,6.7895,0.5151,0.4849
0.0,6.6891,0.4953,0.5047
0.0,6.7349,0.5069,0.4931
0.0,6.7259,0.4989,0.5011
0.0,6.7557,0.5018,0.4982
0.0,6.8184,0.4995,0.5005
0.0,6.7417,0.5042,0.4958
0.0,6.7902,0.5063,0.4937
0.0,6.7768,0.5088,0.4912
0.0,6.7868,0.5077,0.4923
0.0,6.7842,0.5128,0.4872
0.0,6.73,0.513,0.487
0.0,8.9735,0.8105,0.1895
0.0,6.7285,0.5039,0.4961
0.0,6.7459,0.5061,0.4939
0.0,7.3898,0.502,0.498
0.0,7.3812,0.504,0.496
0.0,7.34,0.5154,0.4846
0.0,7.3193,0.5116,0.4884
0.0,7.3412,0.5073,0.4927
0.0,7.3691,0.5065,0.4935
0.0,7.3437,0.5107,0.4893
0.0,7.373,0.51,0.49
0.0,7.4032,0.5086,0.4914
0.0,5.9717,0.4551,0.5449
0.0,5.9135,0.4479,0.5521
0.0,5.681,0.5357,0.4643
0.0,5.6116,0.5446,0.4554
0.0,5.6645,0.5366,0.4634
0.0,5.6846,0.5389,0.4611
0.0,5.6352,0.493,0.507
0.0,5.6644,0.4802,0.5198
0.0,5.6435,0.4884,0.5116
0.0,5.6616,0.4863,0.5137
0.0,5.6085,0.4891,0.5109
0.0,5.6361,0.4824,0.5176
0.0,5.641,0.4861,0.5139
0.0,5.591,0.4757,0.5243
0.0,5.6823,0.4888,0.5112
0.0,5.661,0.4759,0.5241
0.0,5.6843,0.4854,0.5146
0.0,5.5761,0.4868,0.5132
0.0,9.2152,0.5319,0.4681
0.0,9.2011,0.5167,0.4833
0.0,9.2371,0.5199,0.4801
0.0,9.2546,0.5107,0.4893
0.0,9.199,0.5239,0.4761
0.0,9.3135,0.5118,0.4882
0.0,9.2727,0.5112,0.4888
0.0,9.1809,0.5183,0.4817
0.0,9.179,0.5176,0.4824
0.0,9.1899,0.5229,0.4771
0.0,9.124,0.5252,0.4748
0.0,9.1728,0.5209,0.4791
0.0,9.2439,0.5216,0.4784
0.0,9.2075,0.5242,0.4758
0.0,9.1867,0.5255,0.4745
0.0,9.1776,0.5215,0.4785
0.0,9.2204,0.5255,0.4745
0.0,9.2026,0.5176,0.4824
0.0,9.199,0.5266,0.4734
0.0,9.2557,0.518,0.482
0.0,9.1565,0.523,0.477
0.0,9.1507,0.5168,0.4832
0.0,9.1135,0.5245,0.4755
0.0,16.7261,0.3956,0.6044
0.0,16.7824,0.3978,0.6022
0.0,16.7689,0.3941,0.6059
0.0,16.1179,0.4431,0.5569
0.0,15.4856,0.4917,0.5083
0.0,16.8491,0.3986,0.6014
0.0,14.7764,0.5491,0.4509
0.0,14.1901,0.596,0.404
0.0,9.1624,0.5172,0.4828
0.0,9.1864,0.5134,0.4866
0.0,9.1548,0.5296,0.4704
0.0,9.2358,0.5161,0.4839
0.0,9.2102,0.5276,0.4724
0.0,9.1705,0.5176,0.4824
0.0,9.2236,0.5255,0.4745
0.0,16.6204,0.3985,0.6015
0.0,14.8835,0.5576,0.4424
0.0,16.5858,0.3937,0.6063
0.0,16.2187,0.4456,0.5544
0.0,14.0928,0.6026,0.3974
0.0,14.0708,0.6064,0.3936
0.0,14.0885,0.5965,0.4035
0.0,14.7982,0.5551,0.4449
0.0,12.9166,0.7661,0.2339
0.0,12.8861,0.5958,0.4042
0.0,12.9048,0.5941,0.4059
0.0,12.8485,0.5878,0.4122
0.0,12.8193,0.5939,0.4061
0.0,12.884,0.5939,0.4061
0.0,12.9305,0.5964,0.4036
0.0,12.8085,0.6013,0.3987
0.0,12.8485,0.5927,0.4073
0.0,12.1306,0.5173,0.4827
0.0,9.2055,0.52,0.48
0.0,9.2112,0.5156,0.4844
0.0,10.5272,0.6766,0.3234
0.0,11.9716,0.5503,0.4497
0.0,12.0078,0.5514,0.4486
0.0,8.8652,0.5232,0.4768
0.0,8.8295,0.5208,0.4792
0.0,11.5989,0.5851,0.4149
0.0,11.6252,0.5899,0.4101
0.0,11.6738,0.5857,0.4143
0.0,8.9076,0.528,0.472
0.0,8.8541,0.5322,0.4678
0.0,8.8964,0.5309,0.4691
0.0,8.821,0.5235,0.4765
0.0,8.8438,0.534,0.466
0.0,8.8651,0.5374,0.4626
0.0,8.8766,0.5281,0.4719
0.0,8.8524,0.5266,0.4734
0.0,8.8602,0.5198,0.4802
0.0,8.8747,0.5334,0.4666
0.0,8.8725,0.5263,0.4737
0.0,11.6296,0.5188,0.4812
0.0,11.6863,0.5269,0.4731
0.0,13.5947,0.527,0.473
0.0,11.6891,0.5246,0.4754
0.0,11.7119,0.5264,0.4736
0.0,11.665,0.5188,0.4812
0.0,9.5202,0.5184,0.4816
0.0,7.2839,0.5249,0.4751
0.0,7.3257,0.5259,0.4741
0.0,7.3039,0.5265,0.4735
0.0,9.3948,0.508,0.492
0.0,9.47,0.519,0.481
0.0,9.4845,0.5144,0.4856
0.0,9.4654,0.5195,0.4805
0.0,7.2939,0.5274,0.4726
0.0,8.951,0.5371,0.4629
0.0,9.0006,0.5369,0.4631
0.0,11.7055,0.5269,0.4731
0.0,11.6931,0.5221,0.4779
0.0,11.6776,0.5265,0.4735
0.0,10.3209,0.6537,0.3463
0.0,12.542,0.4313,0.5687
0.0,12.5502,0.4313,0.5687
0.0,11.71,0.5353,0.4647
0.0,11.6946,0.5275,0.4725
0.0,11.6723,0.5268,0.4732
0.0,11.6677,0.5309,0.4691
0.0,15.5488,0.5964,0.4036
0.0,15.6751,0.5944,0.4056
0.0,15.637,0.4514,0.5486
0.0,15.6229,0.4551,0.5449
0.0,8.779,0.5344,0.4656
0.0,8.8807,0.5219,0.4781
0.0,12.3563,0.5153,0.4847
0.0,9.2327,0.5231,0.4769
0.0,9.1677,0.5269,0.4731
0.0,12.3511,0.5888,0.4112
0.0,12.2676,0.5923,0.4077
0.0,8.8795,0.5241,0.4759
0.0,11.7342,0.5819,0.4181
0.0,8.8534,0.5332,0.4668
0.0,8.8743,0.5317,0.4683
0.0,8.804,0.5294,0.4706
0.0,8.8028,0.5312,0.4688
0.0,8.8683,0.5233,0.4767
0.0,8.8878,0.5277,0.4723
0.0,8.9128,0.533,0.467
0.0,8.8489,0.5344,0.4656
0.0,8.8746,0.5166,0.4834
0.0,8.833,0.5323,0.4677
0.0,8.7851,0.5331,0.4669
0.0,8.8646,0.522,0.478
0.0,8.8429,0.5359,0.4641
0.0,8.8184,0.526,0.474
0.0,8.8979,0.5329,0.4671
0.0,8.8974,0.5347,0.4653
0.0,8.8445,0.5332,0.4668
0.0,8.8324,0.5298,0.4702
0.0,8.806,0.5212,0.4788
0.0,8.8089,0.5309,0.4691
0.0,8.8609,0.5232,0.4768
0.0,8.8482,0.5395,0.4605
0.0,8.8706,0.5311,0.4689
0.0,8.8783,0.5265,0.4735
0.0,8.7846,0.5311,0.4689
0.0,8.8216,0.5294,0.4706
0.0,8.8811,0.5307,0.4693
0.0,8.8732,0.5311,0.4689
0.0,8.851,0.5322,0.4678
0.0,8.8297,0.5318,0.4682
0.0,8.868,0.5377,0.4623
0.0,8.9316,0.5343,0.4657
0.0,8.8971,0.5351,0.4649
0.0,8.8486,0.5267,0.4733
0.0,8.865,0.524,0.476
0.0,8.8858,0.5278,0.4722
0.0,8.876,0.5238,0.4762
0.0,8.8655,0.5311,0.4689
0.0,8.9132,0.5343,0.4657
0.0,8.8603,0.5258,0.4742
0.0,8.8806,0.5328,0.4672
0.0,15.4949,0.5899,0.4101
0.0,15.5551,0.5896,0.4104
0.0,15.6299,0.5907,0.4093
0.0,15.4057,0.5903,0.4097
0.0,15.5458,0.5858,0.4142
0.0,15.5586,0.5866,0.4134
0.0,15.5691,0.5855,0.4145
0.0,15.6694,0.5934,0.4066
0.0,11.6181,0.5211,0.4789
0.0,11.6766,0.532,0.468
0.0,11.6831,0.5305,0.4695
0.0,11.6771,0.5224,0.4776
0.0,11.642,0.5285,0.4715
0.0,15.6556,0.5827,0.4173
0.0,15.5207,0.5871,0.4129
0.0,15.4802,0.5923,0.4077
0.0,9.0211,0.5175,0.4825
0.0,9.0433,0.5161,0.4839
0.0,9.0175,0.5043,0.4957
0.0,9.0784,0.5121,0.4879
0.0,9.9095,0.3853,0.6147
0.0,8.9651,0.5296,0.4704
0.0,8.962,0.5417,0.4583
0.0,8.9617,0.5274,0.4726
0.0,8.9723,0.5288,0.4712
0.0,12.346,0.5965,0.4035
0.0,7.2778,0.5291,0.4709
0.0,7.273,0.5327,0.4673
0.0,7.3086,0.5296,0.4704
0.0,7.2236,0.5248,0.4752
0.0,9.1408,0.566,0.434
0.0,9.1483,0.5546,0.4454
0.0,9.1455,0.5509,0.4491
0.0,9.1941,0.5578,0.4422
0.0,9.1573,0.5591,0.4409
0.0,7.2585,0.5245,0.4755
0.0,7.246,0.5243,0.4757
0.0,7.2321,0.5238,0.4762
0.0,7.2848,0.526,0.474
0.0,7.2332,0.5266,0.4734
0.0,7.7402,0.6056,0.3944
0.0,7.7613,0.6148,0.3852
0.0,9.1769,0.5533,0.4467
0.0,7.2492,0.5266,0.4734
0.0,7.2439,0.5226,0.4774
0.0,7.3007,0.5297,0.4703
0.0,12.6961,0.6739,0.3261
0.0,12.8075,0.6697,0.3303
0.0,12.7257,0.671,0.329
0.0,12.6683,0.6745,0.3255
0.0,12.6885,0.6745,0.3255
0.0,15.2252,0.4751,0.5249
0.0,15.0354,0.4887,0.5113
0.0,15.1147,0.4844,0.5156
0.0,15.0002,0.6109,0.3891
0.0,15.1193,0.612,0.388
0.0,15.1175,0.6155,0.3845
0.0,13.9382,0.5176,0.4824
0.0,13.9769,0.5246,0.4754
0.0,13.9665,0.5167,0.4833
0.0,18.1294,0.1103,0.8897
0.0,8.8902,0.5275,0.4725
0.0,8.833,0.5285,0.4715
0.0,8.8616,0.5353,0.4647
0.0,8.8657,0.5228,0.4772
0.0,8.8861,0.5269,0.4731
0.0,8.8881,0.5311,0.4689
0.0,8.9082,0.5235,0.4765
0.0,8.8407,0.5308,0.4692
0.0,8.8464,0.5308,0.4692
0.0,8.819,0.5234,0.4766
0.0,8.914,0.5228,0.4772
0.0,12.6233,0.6742,0.3258
0.0,12.7236,0.6766,0.3234
0.0,12.6891,0.6688,0.3312
0.0,12.809,0.6692,0.3308
0.0,12.6663,0.6756,0.3244
0.0,12.6962,0.6729,0.3271
0.0,12.6705,0.6681,0.3319
0.0,13.4781,0.5347,0.4653
0.0,13.6494,0.5331,0.4669
0.0,13.4681,0.5329,0.4671
0.0,13.566,0.534,0.466
0.0,13.5617,0.5267,0.4733
0.0,13.5825,0.5326,0.4674
0.0,15.7972,0.5264,0.4736
0.0,15.7288,0.5354,0.4646
0.0,15.8245,0.526,0.474
0.0,16.0342,0.5276,0.4724
0.0,15.7812,0.5243,0.4757
0.0,15.7815,0.5193,0.4807
0.0,15.7875,0.5305,0.4695
0.0,15.7499,0.5218,0.4782
0.0,15.8009,0.5312,0.4688
0.0,15.8415,0.5317,0.4683
0.0,18.2039,0.5212,0.4788
0.0,18.2696,0.5282,0.4718
0.0,18.2207,0.519,0.481
0.0,18.1507,0.522,0.478
0.0,18.1418,0.5257,0.4743
0.0,18.2431,0.5275,0.4725
0.0,18.1646,0.5236,0.4764
0.0,10.8566,0.9317,0.0683
0.0,10.9271,0.9312,0.0688
0.0,10.8677,0.9314,0.0686
0.0,10.9911,0.9294,0.0706
0.0,10.9944,0.9276,0.0724
0.0,10.9113,0.9323,0.0677
0.0,10.834,0.9314,0.0686
0.0,13.5993,0.5282,0.4718
0.0,13.5865,0.5326,0.4674
0.0,13.5576,0.5422,0.4578
0.0,13.4418,0.5404,0.4596
0.0,13.7006,0.5335,0.4665
0.0,13.5661,0.5226,0.4774
0.0,13.5388,0.5396,0.4604
0.0,13.6242,0.5343,0.4657
0.0,13.495,0.5274,0.4726
0.0,13.536,0.5322,0.4678
0.0,12.5275,0.5914,0.4086
0.0,12.3553,0.6011,0.3989
0.0,12.3393,0.5946,0.4054
0.0,12.3855,0.5943,0.4057
0.0,15.1594,0.5763,0.4237
0.0,14.9976,0.5682,0.4318
0.0,15.2405,0.5699,0.4301
0.0,15.0754,0.5745,0.4255
0.0,15.2292,0.5732,0.4268
0.0,15.1733,0.5731,0.4269
0.0,17.3694,0.5671,0.4329
0.0,17.3584,0.5766,0.4234
0.0,17.4069,0.5666,0.4334
0.0,17.3281,0.5727,0.4273
0.0,17.3903,0.5678,0.4322
0.0,17.4483,0.5698,0.4302
0.0,17.4691,0.5701,0.4299
0.0,17.5156,0.5646,0.4354
0.0,17.3985,0.5663,0.4337
0.0,17.3683,0.5688,0.4312
0.0,17.4444,0.571,0.429
0.0,17.2733,0.5618,0.4382
0.0,17.3851,0.5654,0.4346
